Collection,Code,Description 1 ,Description 2 ,Dimension,Profile,Finish,Description 6,Description 7,Product Name,Format,Format 2,Width,Width in inch,Thickness,Thickness in inch,Grade,Construction,,Tone,Code.1
ANTIQUE,Antiq008,Layton Chevron,Antique French Oak,"85 x 20 x 595, 2Ply Engineered","Tongue & Grooved and Loose Tongues, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Chevron   ,Chevron,85mm,3.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq008
ANTIQUE,Antiq050,Layton Diagonal 8 Tile Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Diagonal 8 Tile Parquet De Versailles Panel,8 Tile Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq050
ANTIQUE,Antiq007,Layton Narrow Herringbone,Antique French Oak,"70 x 20 x 350, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Narrow Herringbone  ,Herringbone,70mm,2.75'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq007
ANTIQUE,Antiq051,Layton Parquet De Chantilly,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Parquet De Chantilly Panel   ,Parquet De Chantilly,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq051
ANTIQUE,Antiq049,Layton Parquet De Chevney,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Parquet De Chevney Panel   ,Parquet De Chevney,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq049
ANTIQUE,Antiq009,Layton Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Parquet De Versailles Panel   ,Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq009
ANTIQUE,Grand010,Layton Random Width Plank,Antique French Oak,"100-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Grand010
ANTIQUE,Grand010W,Layton Random Width Plank,Antique French Oak,"180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt ,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Layton,Random Width Planks,Plank,180-240mm,7''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Grand010W
ANTIQUE,Antiq066,Livingstone Random Width Plank,Antique French Oak,"100-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt,Hand Polished Undulations ,Woodworks - Antique,Livingstone,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Antiq066
ANTIQUE,Antiq066W,Livingstone Random Width Plank,Antique French Oak,"180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Matt,Hand Polished Undulations ,Woodworks - Antique,Livingstone,Random Width Planks,Plank,180-240mm,7''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Antiq066W
ANTIQUE,Antiq011,Macaulay Chevron,Antique French Oak,"85 x 20 x 595, 2Ply Engineered","Tongue & Grooved and Loose Tongues, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Chevron   ,Chevron,85mm,3.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq011
ANTIQUE,Antiq053,Macaulay Diagonal 8 Tile Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Diagonal 8 Tile Parquet De Versailles Panel,8 Tile Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq053
ANTIQUE,Antiq010,Macaulay Narrow Herringbone,Antique French Oak,"70 x 20 x 350, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Narrow Herringbone  ,Herringbone,70mm,2.75'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq010
ANTIQUE,Antiq054,Macaulay Parquet De Chantilly,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Parquet De Chantilly Panel   ,Parquet De Chantilly,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq054
ANTIQUE,Antiq052,Macaulay Parquet De Chevney,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Parquet De Chevney Panel   ,Parquet De Chevney,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq052
ANTIQUE,Antiq012,Macaulay Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Parquet De Versailles Panel   ,Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Antiq012
ANTIQUE,Grand012,Macaulay Random Width Plank,Antique French Oak,"100-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Random Width Planks,Plank,100-170mm,4''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Medium,Grand012
ANTIQUE,Grand012W,Macaulay Random Width Plank,Antique French Oak,"180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Macaulay,Random Width Planks,Plank   ,180-240mm,7''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Grand012W
ANTIQUE,Antiq063,Mayer Chequerboard,Antique Elm,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Chequerboard Panel   ,Chequerboard,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq063
ANTIQUE,Grand015,Mayer Continuous Weave,Antique Elm,"100 x 20 x 380/140 x 20 x 140, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Pattern   ,Continuous Versailles,100mm/140mm,4''/ 5.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Grand015
ANTIQUE,Antiq065,Mayer Fingerblock,Antique Elm,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Fingerblock Panel   ,Fingerblock,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq065
ANTIQUE,Antiq064,Mayer Parquet De ArDeche,Antique Elm,"800 x 20 x 800,  2Ply Engineered ","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Parquet De ArDeche Panel   ,Parquet De Ardeche,800mm,31.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq064
ANTIQUE,Antiq062,Mayer Parquet De Versailles,Antique Elm,"980 x 20 x 980, 2Ply Engineered","Tongue & Grooved, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Parquet De Versailles Panel   ,Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq062
ANTIQUE,Grand003,Mayer Random Width Plank,Antique Elm,"90-170 x 20 x 0.3-2m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Random Width Planks,Plank,90-170mm,3.5''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Grand003
ANTIQUE,Grand003W,Mayer Random Width Plank,Antique Elm,"180-240 x 20 x 0.3-2m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Mayer,Random Width Planks,Plank   ,180-240mm,7''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Grand003W
ANTIQUE,Antiq070,Merrain Random Width Plank,Antique French Oak,"90-170 x 12 x 0.6-4.00, Solid","Square Edge, Hand Rolled Edges",Original Polished Patina,Original Patina,Woodworks - Antique,Merrain,Random Width Planks,Plank,70-170mm,2.75''-6.7'',12mm,1/3'',Genuine Reclaimed Sourced,Solid,,,Antiq070
ANTIQUE,Antiq014,Ruskin Chevron,Antique French Oak,"85 x 20 x 595, 2Ply Engineered","Tongue & Grooved and Loose Tongues, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Chevron   ,Chevron,85mm,3.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq014
ANTIQUE,Antiq042,Ruskin Diagonal 8 Tile Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Diagonal 8 Tile Parquet De Versailles Panel,8 Tile Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq042
ANTIQUE,Antiq013,Ruskin Narrow Herringbone,Antique French Oak,"70 x 20 x 350, 2Ply Engineered","Grooved 3 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Narrow Herringbone  ,Herringbone,70mm,2.75'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq013
ANTIQUE,Grand020,Ruskin Parquet De Chantilly,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Parquet De Chantilly Panel   ,Parquet De Chantilly,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Grand020
ANTIQUE,Antiq041,Ruskin Parquet De Chevney,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Parquet De Chevney Panel   ,Parquet De Chevney,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Antiq041
ANTIQUE,Grand002,Ruskin Parquet De Versailles,Antique French Oak,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Parquet De Versailles Panel   ,Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Grand002
ANTIQUE,Grand005,Ruskin Random Width Plank,Antique French Oak,"70-170 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Random Width Planks,Plank,70-170mm,2.75''-6.7'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Dark,Grand005
ANTIQUE,Grand005W,Ruskin Random Width Plank,Antique French Oak,"180-240 x 20 x 0.6-3.0m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Burnished Hardwax Oil Satin,"Original Patina, Hand Polished Undulations ",Woodworks - Antique,Ruskin,Random Width Planks,Plank   ,180-240mm,7''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,,Grand005W
ANTIQUE,Grand007,Charlotte Parquet De Versailles,Antique Oak ,"980 x 20 x 980, 2Ply Engineered","Grooved 4 Sides, Hand Rolled Edges","Bleached, Naked Skin Lacquered ","Original Patina, Hand Polished Undulations ",Woodworks - Antique,Charlotte,Parquet De Versailles Panel   ,Parquet De Versailles   ,980mm,,20mm,,Genuine Antique Sourced,2Ply Engineered,,,
BOLD SURFACES,ORG005,Bodega ,Reclaimed Oak,"220 x 14 x 0.5-2.20m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Square Shoulder",Natural Oil,Smooth ,Woodworks - Bold Surfaces,Bodega,Extra Wide Plank ,Plank,220mm,"8.5""",14mm,1/2'',Genuine Reclaimed Sourced,2Ply Engineered,,Medium,ORG005
BOLD SURFACES,ORG029,Capitol,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Air Dried Restoration Oil Matt,Heavy Brushed ,Woodworks - Bold Surfaces,Capitol,Random Width Planks   ,Plank,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Dark,ORG029
BOLD SURFACES,ORG006,Ceruse ,Reclaimed Oak,"100-150 x 8-10 x Random Lengths, Solid","Square Edge, Hand Rolled Edges","White Washed, Hand Painted",Skip Sawn,Woodworks - Bold Surfaces,Ceruse,Random Width Planks   ,Wall Cladding,100-150mm,4''-6'',8-10mm,1/3'',Genuine Reclaimed Sourced,Solid,,Grey,ORG006
BOLD SURFACES,BOLD004,Claremont ,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Claremont,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
BOLD SURFACES,ORG032,Empire ,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Heavy Brushed ,Woodworks - Bold Surfaces,Empire,Random Width Planks   ,Plank,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Dark,ORG032
BOLD SURFACES,ORG008,Eternity ,Reclaimed Pine,"115-125 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Original Polished Patina,"Open Nail Holes, Soft Sanded ",Woodworks - Bold Surfaces,Eternity,Random Width Planks   ,Wall Cladding,115-125mm,4.9'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Medium,ORG008
BOLD SURFACES,BOLD006,Fable,"European Oak , FSC® Mix Credit","220 x 20 x 0.6-2.2m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Raked ,Woodworks - Bold Surfaces,Fable,Extra Wide Plank   ,Plank,220mm,8.5'',20mm,"3/4""",Nature ,2Ply Engineered,,Grey,BOLD006
BOLD SURFACES,ORG036,Fontaine,"European Oak, FSC® Mix Credit","100 x 10 x 0.6-2.80m, Solid","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Skip Sawn ,Woodworks - Bold Surfaces,Fontaine,Narrow Plank  ,Plank,100mm,"4""",10mm,1/3'',Nature ,Solid,,Dark,ORG036
BOLD SURFACES,ORG007,Hip,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Hand Painted ,Distressed ,Woodworks - Bold Surfaces,Hip,Random Width Planks   ,Wall Cladding,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Medium,ORG007
BOLD SURFACES,ORG037,Minette ,"European Oak, FSC® Mix Credit","100 x 10 x 0.6-2.80m, Solid","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Skip Sawn ,Woodworks - Bold Surfaces,Minette,Narrow Plank  ,Plank,100mm,"4""",10mm,1/3'',Nature,Solid,,Medium,ORG037
BOLD SURFACES,ORG034,Orleans ,"European Oak, FSC® Mix Credit","100 x 10mm, Solid, 0.6-2.8m","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Skip Sawn ,Woodworks - Bold Surfaces,Orleans,Narrow Plank  ,Plank,100mm,"4""",10mm,1/3'',Nature ,Solid,,Dark,ORG034
BOLD SURFACES,BOLD005,Quincy ,"European Nature Oak, UKTR Compliant","100 x 10 x 0.6-2.80m, Solid","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Quincy,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Dark,BOLD005
BOLD SURFACES,ORG033,Rivet,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Heavy Brushed ,Woodworks - Bold Surfaces,Rivet,Random Width Planks   ,Plank,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Grey,ORG033
BOLD SURFACES,ORG030,Scout,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Burnished Hardwax Oil Matt,Heavy Brushed ,Woodworks - Bold Surfaces,Scout,Random Width Planks   ,Plank,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,Light,ORG030
BOLD SURFACES,BOLD010BL,Temno Narrow Herringbone,Reclaimed Oak ,"70 x 12 x 350, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Original Polished Patina,Soft Sanded ,Woodworks - Bold Surfaces,Temno,Narrow Herringbone  ,Herringbone,70mm,2.75'',12mm,"1/2""",Genuine Reclaimed Sourced,2Ply Engineered,,Mixed,BOLD010BL
BOLD SURFACES,BOLD010,Temno Plank,Reclaimed Oak ,"90-170 x 12 x 1-2.8m , 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Original Polished Patina,Soft Sanded ,Woodworks - Bold Surfaces,Temno,Random Width Planks,Plank,90-170mm,3.5''-6.7'',12mm,"1/2""",Genuine Reclaimed Sourced,2Ply Engineered,,Mixed,BOLD010
BOLD SURFACES,BOLD007,Tempest ,"European Oak , FSC® Mix Credit","220 x 20 x 0.6-2.2m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Air Dried Restoration Oil Matt,Raked ,Woodworks - Bold Surfaces,Tempest,Extra Wide Plank   ,Plank,220mm,8.5'',20mm,"3/4""",Nature ,2Ply Engineered,,Dark,BOLD007
BOLD SURFACES,ORG031,Thread ,Reclaimed Pine,"115-120 x 10-12 x 0.6-4.00m, Solid","Square Edge, Hand Rolled Edges",Hand Paint,Brushed ,Woodworks - Bold Surfaces,Thread,Random Width Planks   ,Plank,115-120mm,4.7'',10-12mm,1/3'',Genuine Reclaimed Sourced,Solid,,White,ORG031
BOLD SURFACES,ORG035,Tully,"European Oak, UKTR Compliant","100 x 10 x 0.6-2.80m, Solid","Square Edge, Hand Rolled Edges",Air Dried Restoration Oil Matt,Skip Sawn ,Woodworks - Bold Surfaces,Tully,Narrow Plank  ,Plank,100mm,"4""",10mm,1/3'',Nature,Solid,,Dark,ORG035
BOLD SURFACES,ORG009,Yarn ,Reclaimed Oak,"300 x 10 to 20 x 1.30m, Solid",Finger Joined Elements,Natural Oil,"Raw Original Patina, Soft sanded ",Woodworks - Bold Surfaces,Yarn,Wall Boarding  ,Wall Cladding,300mm,12'',10-20mm,1/3'' - 3/4'',Genuine Reclaimed Sourced,Solid,,Medium,ORG009
BOLD SURFACES,BOLD011,Sepia,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Sepia,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
BOLD SURFACES,BOLD012,Denim,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Denim,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
BOLD SURFACES,BOLD013,Bisque,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Bisque,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
BOLD SURFACES,BOLD014,Merlot,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Merlot,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
BOLD SURFACES,BOLD015,Fossil,"European Nature Oak , UKTR Compliant","100  x 10 x 0.6-2.80m, Solid, ","Square Edge, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Warn Skip Sawn ,Woodworks - Bold Surfaces,Fossil,Narrow Plank  ,Wall Cladding,100mm,"4""",10mm,1/3'',Nature ,Solid,,Light,BOLD004
CARBONISED,VAULT005,Agate Chequerboard,Antique Elm ,"980 x 20 x 980, 2Ply Engineered","Tongue & Grooved, Hand Rolled Edges",Oilwood Traffic Super Matt,Original Patina ,Woodworks - Carbonised,Agate,Chequerboard Panel   ,Chequerboard,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Black,VAULT005
CARBONISED,VAULT003,Augite Random Width Plank,Reclaimed Oak,"100-150 x 10 x Random Lengths, Solid","Square Edge, Hand Rolled Edges",Oilwood Traffic Super Matt,Deep Brushed ,Woodworks - Carbonised,Augite,Random Width Planks,Wall Cladding,100-150mm,4''-6'',10mm,1/3'',Genuine Reclaimed Sourced,Solid,,Black,VAULT003
CARBONISED,VAULT014,Cinnabar Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Cinnabar,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT014
CARBONISED,VAULT020,Garnet Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Garnet,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT020
CARBONISED,VAULT004,Hematite Parquet De ArDeche,Antique Elm ,"800 x 20 x 800,  2Ply Engineered","Tongue & Grooved, Hand Rolled Edges",Oilwood Traffic Super Matt,Original Patina ,Woodworks - Carbonised,Hematite,Parquet De ArDeche Panel   ,Parquet De Ardeche,800mm,31.5'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Black,VAULT004
CARBONISED,VAULT006,Hornblende Fingerblock,Antique Elm ,"980 x 20 x 980, 2Ply Engineered","Tongue & Grooved, Hand Rolled Edges",Oilwood Traffic Super Matt,Original Patina ,Woodworks - Carbonised,Hornblende,Fingerblock Panel   ,Fingerblock,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Black,VAULT006
CARBONISED,VAULT001,Jet Parquet De Versailles,Antique Elm ,"980 x 20 x 980, 2Ply Engineered","Tongue & Grooved, Hand Rolled Edges",Oilwood Traffic Super Matt,Original Patina ,Woodworks - Carbonised,Jet,Parquet De Versailles Panel   ,Parquet De Versailles,980mm,39'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Black,VAULT001
CARBONISED,VAULT015,Moth II Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Moth II,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT015
CARBONISED,VAULT002,Obsidian Random Width Plank,Antique Elm ,"90-240 x 20 x 0.3-2m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Oilwood Traffic Super Matt,Deep Brushed ,Woodworks - Carbonised,Obsidian,Random Width Planks,Plank,90-240mm,3.5''-9.4'',20mm,"3/4""",Genuine Antique Sourced,2Ply Engineered,,Black,VAULT002
CARBONISED,VAULT016,Oyster II Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Oyster II,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT016
CARBONISED,VAULT018,Pearl Extra Wide Plank,"European Larch, UKTR Compliant","230 x 20 x 0.6-3.00m, 2Ply Engineered","Tongue & Grooved, Ends Matched, Hand Rolled Edges",Naked Skin Lacquer Super Matt,Deep Brushed ,Woodworks - Carbonised,Pearl,Extra Wide Plank ,Plank,230mm,9'',20mm,"3/4""",Nature,2Ply Engineered,,,VAULT018
